Patient	Gene	-log10(p-value)
35_1	Mb2940c	NA
35_1	Mb2941	NA
35_1	Mb2942c	NA
35_1	Mb2943c	NA
35_1	Mb2944c	0.2546264
35_1	Mb2945c	NA
35_1	Mb2946c	NA
35_1	Mb2947c	NA
35_1	Mb2948c	NA
35_1	Mb2949c	NA
35_1	Mb2950c	NA
35_1	Mb2951c	NA
35_1	Mb2952c	NA
35_1	Mb2953	NA
35_1	Mb2954	NA
35_1	Mb2955	NA
35_1	Mb2956	0.61081136
35_1	Mb2957	0.25733432
35_1	Mb2958	1.20597614
35_1	Mb2959	NA
35_1	Mb2960	NA
35_1	Mb2961	NA
35_1	Mb2962	NA
35_1	Mb2963	NA
35_1	Mb2964	NA
35_1	Mb2965c	NA
35_1	Mb2966	NA
35_1	Mb2967	0.72965197
35_1	Mb2968	NA
35_1	Mb2969	NA
35_1	Mb2970c	NA
35_1	Mb2971c	0.23939264
35_1	Mb2972c	NA
35_1	Mb2973c	NA
35_1	Mb2974c	NA
35_1	Mb2975c	NA
35_1	Mb2976	NA
35_1	Mb2977	NA
35_1	Mb2978c	NA
35_1	Mb2979c	NA
35_1	Mb2980	NA
35_1	Mb2981	9.25157086
35_1	Mb2982c	NA
35_1	Mb2983c	NA
35_1	Mb2984c	0.25487485
35_1	Mb2985	NA
35_1	Mb2986c	NA
35_1	Mb2987	12.83128607
35_1	Mb2988	NA
35_1	Mb2989c	NA
35_1	Mb2990c	NA
35_1	Mb2991c	NA
35_1	Mb2992c	NA
35_1	Mb2993c	NA
35_1	Mb2994c	NA
35_1	Mb2995	NA
35_1	Mb2996	NA
35_1	Mb2997c	NA
35_1	Mb2998c	NA
35_1	Mb2999c	NA
35_1	Mb3000c	NA
35_1	Mb3001c	NA
35_1	Mb3002c	NA
35_1	Mb3003c	NA
35_1	Mb3004	NA
35_1	Mb3005c	NA
35_1	Mb3006c	NA
35_1	Mb3007	NA
35_1	Mb3008	NA
35_1	Mb3009	NA
35_1	Mb3010c	NA
35_1	Mb3011c	NA
35_1	Mb3012c	NA
35_1	Mb3013	NA
35_1	Mb3014c	NA
35_1	Mb3015	NA
35_1	Mb3016c	NA
35_1	Mb3017c	NA
35_1	Mb3018	NA
35_1	Mb3019c	NA
35_1	Mb3020c	NA
35_1	Mb3021	NA
35_1	Mb3022	NA
35_1	Mb3023c	NA
35_1	Mb3024	NA
35_1	Mb3025	NA
35_1	Mb3026c	NA
35_1	Mb3027c	NA
35_1	Mb3028c	NA
35_1	Mb3029	NA
35_1	Mb3030c	NA
35_1	Mb3031	NA
35_1	Mb3032c	NA
35_1	Mb3033	NA
35_1	Mb3034c	0.25655031
35_1	Mb3035c	NA
35_1	Mb3036c	NA
35_1	Mb3037c	0
35_1	Mb3038	NA
35_1	Mb3039c	NA
35_1	Mb3040c	0
35_1	Mb3041	NA
35_1	Mb3042c	NA
35_1	Mb3043c	NA
35_1	Mb3044c	NA
35_1	Mb3045c	NA
35_1	Mb3046c	NA
35_1	Mb3047c	NA
35_1	Mb3048c	NA
35_1	Mb3049c	NA
35_1	Mb3050c	NA
35_1	Mb3051c	NA
35_1	Mb3052c	NA
35_1	Mb3053c	NA
35_1	Mb3054c	NA
35_1	Mb3055c	NA
35_1	Mb3056	NA
35_1	Mb3057	NA
35_1	Mb3058	NA
35_1	Mb3059	0.25510123
35_1	Mb3060c	NA
35_1	Mb3061	NA
35_1	Mb3062c	NA
35_1	Mb3063c	NA
35_1	Mb3064c	NA
35_1	Mb3065c	NA
35_1	Mb3066c	NA
35_1	Mb3067c	NA
35_1	Mb3068c	NA
35_1	Mb3069c	NA
35_1	Mb3070	NA
35_1	Mb3071	NA
35_1	Mb3072c	NA
35_1	Mb3073c	NA
35_1	Mb3074c	1.01855573
35_1	Mb3075c	NA
35_1	Mb3076c	NA
35_1	Mb3077c	8.46593652
35_1	Mb3078c	NA
35_1	Mb3079c	NA
35_1	Mb3080c	NA
35_1	Mb3081	NA
35_1	Mb3082	NA
35_1	Mb3083c	NA
35_1	Mb3084c	NA
35_1	Mb3085	NA
35_1	Mb3086c	NA
35_1	Mb3087c	0
35_1	Mb3088c	NA
35_1	Mb3089	NA
35_1	Mb3090	NA
35_1	Mb3091c	NA
35_1	Mb3092	NA
35_1	Mb3093	0
35_1	Mb3094	NA
35_1	Mb3095c	NA
35_1	Mb3096	NA
35_1	Mb3097	NA
35_1	Mb3098	NA
35_1	Mb3099c	NA
35_1	Mb3100c	NA
35_1	Mb3101	NA
35_1	Mb3102c	NA
35_1	Mb3103	NA
35_1	Mb3104	NA
35_1	Mb3105	NA
35_1	Mb3106c	NA
35_1	Mb3107c	NA
35_1	Mb3108	NA
35_1	Mb3109c	NA
35_1	Mb3110	NA
35_1	Mb3111	10.82004231
35_1	Mb3112	NA
35_1	Mb3113	NA
35_1	Mb3114	NA
35_1	Mb3115	NA
35_1	Mb3116	NA
35_1	Mb3117	NA
35_1	Mb3118	NA
35_1	Mb3119c	0
35_1	Mb3120c	NA
35_1	Mb3121c	NA
35_1	Mb3122	NA
35_1	Mb3123	0.24801049
35_1	Mb3124c	NA
35_1	Mb3125c	NA
35_1	Mb3126c	NA
35_1	Mb3127c	NA
35_1	Mb3128c	NA
35_1	Mb3129c	NA
35_1	Mb3130c	NA
35_1	Mb3131c	NA
35_1	Mb3132c	NA
35_1	Mb3133	NA
35_1	Mb3134c	NA
35_1	Mb3135	NA
35_1	Mb3136	NA
35_1	Mb3137	NA
35_1	Mb3138	NA
35_1	Mb3139	NA
35_1	Mb3140	NA
35_1	Mb3141	NA
35_1	Mb3142	NA
35_1	Mb3143	NA
35_1	Mb3144	NA
35_1	Mb3145	NA
35_1	Mb3146	NA
35_1	Mb3147	NA
35_1	Mb3148c	NA
35_1	Mb3149c	NA
35_1	Mb3150	NA
35_1	Mb3151c	NA
35_1	Mb3152c	NA
35_1	Mb3153	NA
35_1	Mb3154c	NA
35_1	Mb3155	NA
35_1	Mb3156c	NA
35_1	Mb3157c	NA
35_1	Mb3158c	NA
35_1	Mb3159	NA
35_1	Mb3160	NA
35_1	Mb3161	NA
35_1	Mb3162	NA
35_1	Mb3163	NA
35_1	Mb3164	0.73469138
35_1	Mb3165	0
35_1	Mb3166c	NA
35_1	Mb3167	NA
35_1	Mb3168c	NA
35_1	Mb3169	NA
35_1	Mb3170	NA
35_1	Mb3171	0
35_1	Mb3172	NA
35_1	Mb3173	NA
35_1	Mb3174	NA
35_1	Mb3175	NA
35_1	Mb3176	NA
35_1	Mb3177	NA
35_1	Mb3178	NA
35_1	Mb3179	NA
35_1	Mb3180	NA
35_1	Mb3181	NA
35_1	Mb3182	NA
35_1	Mb3183c	NA
35_1	Mb3184c	NA
35_1	Mb3185c	NA
35_1	Mb3186c	NA
35_1	Mb3187c	NA
35_1	Mb3188c	NA
35_1	Mb3189c	NA
35_1	Mb3190c	NA
35_1	Mb3191c	NA
35_1	Mb3192c	NA
35_1	Mb3193	NA
35_1	Mb3194	NA
35_1	Mb3195	NA
35_1	Mb3196c	NA
35_1	Mb3197c	NA
35_1	Mb3198c	NA
35_1	Mb3199	NA
35_1	Mb3200	NA
35_1	Mb3201c	NA
35_1	Mb3202c	NA
35_1	Mb3203	NA
35_1	Mb3204	NA
35_1	Mb3205	NA
35_1	Mb3206c	NA
35_1	Mb3207c	NA
35_1	Mb3208	NA
35_1	Mb3209	NA
35_1	Mb3210	NA
35_1	Mb3211	NA
35_1	Mb3212c	NA
35_1	Mb3213c	NA
35_1	Mb3214	NA
35_1	Mb3215c	0
35_1	Mb3216c	NA
35_1	Mb3217	NA
35_1	Mb3218	NA
35_1	Mb3219c	NA
35_1	Mb3220	0
35_1	Mb3221c	NA
35_1	Mb3222c	NA
35_1	Mb3223	NA
35_1	Mb3224c	NA
35_1	Mb3225c	NA
35_1	Mb3226c	NA
35_1	Mb3227c	NA
35_1	Mb3228	0.72583508
35_1	Mb3229	NA
35_1	Mb3230c	NA
35_1	Mb3231c	0.48880769
35_1	Mb3232c	NA
35_1	Mb3233	NA
35_1	Mb3234c	NA
35_1	Mb3235	NA
35_1	Mb3236c	NA
35_1	Mb3237	NA
35_1	Mb3238	NA
35_1	Mb3239c	NA
35_1	Mb3240	NA
35_1	Mb3241	NA
35_1	Mb3242	NA
35_1	Mb3243c	NA
35_1	Mb3244	NA
35_1	Mb3245	0.55279236
35_1	Mb3246c	NA
35_1	Mb3247c	NA
35_1	Mb3248c	NA
35_1	Mb3249c	NA
35_1	Mb3250c	NA
35_1	Mb3251	NA
35_1	Mb3252	NA
35_1	Mb3253	NA
35_1	Mb3254c	NA
35_1	Mb3255c	NA
35_1	Mb3256	NA
35_1	Mb3257	NA
35_1	Mb3258c	NA
35_1	Mb3259c	NA
35_1	Mb3260c	NA
35_1	Mb3261c	NA
35_1	Mb3262c	NA
35_1	Mb3263	NA
35_1	Mb3264c	NA
35_1	Mb3265c	NA
35_1	Mb3266c	NA
35_1	Mb3267c	NA
35_1	Mb3268c	NA
35_1	Mb3269c	NA
35_1	Mb3270c	NA
35_1	Mb3271c	NA
35_1	Mb3272c	NA
35_1	Mb3273c	NA
35_1	Mb3274c	NA
35_1	Mb3275c	NA
35_1	Mb3276c	NA
35_1	Mb3277c	NA
35_1	Mb3278c	NA
35_1	Mb3279c	NA
35_1	Mb3280c	NA
35_1	Mb3281c	NA
35_1	Mb3282	NA
35_1	Mb3283c	NA
35_1	Mb3284c	NA
35_1	Mb3285c	NA
35_1	Mb3286c	NA
35_1	Mb3287	NA
35_1	Mb3288c	NA
35_1	Mb3289	NA
35_1	Mb3290	NA
35_1	Mb3291	NA
35_1	Mb3292c	NA
35_1	Mb3293c	NA
35_1	Mb3294c	0
35_1	Mb3295	NA
35_1	Mb3296	NA
35_1	Mb3297	NA
35_1	Mb3298	NA
35_1	Mb3299c	NA
35_1	Mb3300	NA
35_1	Mb3301	NA
35_1	Mb3302c	NA
35_1	Mb3303c	NA
35_1	Mb3304c	NA
35_1	Mb3305	NA
35_1	Mb3306c	NA
35_1	Mb3307c	NA
35_1	Mb3308	NA
35_1	Mb3309	NA
35_1	Mb3310	NA
35_1	Mb3311	NA
35_1	Mb3312	NA
35_1	Mb3313	NA
35_1	Mb3314c	NA
35_1	Mb3315c	NA
35_1	Mb3316c	NA
35_1	Mb3317c	NA
35_1	Mb3318c	0.25172394
35_1	Mb3319c	NA
35_1	Mb3320	NA
35_1	Mb3321	NA
35_1	Mb3322c	NA
35_1	Mb3323	NA
35_1	Mb3324	1.24028536
35_1	Mb3325	NA
35_1	Mb3326c	NA
35_1	Mb3327c	NA
35_1	Mb3328c	NA
35_1	Mb3329c	NA
35_1	Mb3330c	NA
35_1	Mb3331c	NA
35_1	Mb3332	NA
35_1	Mb3333c	NA
35_1	Mb3334c	NA
35_1	Mb3335	NA
35_1	Mb3336	0
35_1	Mb3337c	NA
35_1	Mb3338	NA
35_1	Mb3339	NA
35_1	Mb3340c	NA
35_1	Mb3341c	NA
35_1	Mb3342c	NA
35_1	Mb3343c	NA
35_1	Mb3344c	NA
35_1	Mb3345	NA
35_1	Mb3346	NA
35_1	Mb3347	NA
35_1	Mb3348	NA
35_1	Mb3349c	NA
35_1	Mb3350c	NA
35_1	Mb3351c	NA
35_1	Mb3352c	NA
35_1	Mb3353c	NA
35_1	Mb3354c	NA
35_1	Mb3355c	0.49168963
35_1	Mb3356	NA
35_1	Mb3357	NA
35_1	Mb3358	NA
35_1	Mb3359c	NA
35_1	Mb3360	NA
35_1	Mb3361c	NA
35_1	Mb3362	NA
35_1	Mb3363	NA
35_1	Mb3364	NA
35_1	Mb3365	NA
35_1	Mb3366c	NA
35_1	Mb3367	NA
35_1	Mb3368c	NA
35_1	Mb3369c	NA
35_1	Mb3370	NA
35_1	Mb3371c	NA
35_1	Mb3372	0.25020839
35_1	Mb3373	NA
35_1	Mb3374	NA
35_1	Mb3375c	NA
35_1	Mb3377c	NA
35_1	Mb3378c	NA
35_1	Mb3380c	NA
35_1	Mb3381	NA
35_1	Mb3382c	NA
35_1	Mb3385c	NA
35_1	Mb3386c	NA
35_1	Mb3387c	NA
35_1	Mb3388c	NA
35_1	Mb3389	NA
35_1	Mb3390c	NA
35_1	Mb3391c	NA
35_1	Mb3392	NA
35_1	Mb3393	NA
35_1	Mb3394	NA
35_1	Mb3395	NA
35_1	Mb3396c	NA
35_1	Mb3397c	NA
35_1	Mb3398c	NA
35_1	Mb3399c	NA
35_1	Mb3400c	NA
35_1	Mb3401	NA
35_1	Mb3402	NA
35_1	Mb3403c	NA
35_1	Mb3404	NA
35_1	Mb3405c	NA
35_1	Mb3406	NA
35_1	Mb3407	NA
35_1	Mb3408	NA
35_1	Mb3409	NA
35_1	Mb3410	NA
35_1	Mb3411c	NA
35_1	Mb3412c	NA
35_1	Mb3413c	NA
35_1	Mb3414c	NA
35_1	Mb3415c	NA
35_1	Mb3416c	NA
35_1	Mb3417c	NA
35_1	Mb3418	NA
35_1	Mb3419	NA
35_1	Mb3420	NA
35_1	Mb3421c	NA
35_1	Mb3422	NA
35_1	Mb3423	NA
35_1	Mb3424c	NA
35_1	Mb3425	NA
35_1	Mb3426c	NA
35_1	Mb3427c	NA
35_1	Mb3428	NA
35_1	Mb3429c	NA
35_1	Mb3430c	NA
35_1	Mb3431c	NA
35_1	Mb3432	NA
35_1	Mb3433	NA
35_1	Mb3434	NA
35_1	Mb3436c	NA
35_1	Mb3437c	0
35_1	Mb3438c	NA
35_1	Mb3439c	NA
35_1	Mb3440	NA
35_1	Mb3441	NA
35_1	Mb3442	NA
35_1	Mb3443c	NA
35_1	Mb3444c	0
35_1	Mb3445c	1.22999139
35_1	Mb3446	NA
35_1	Mb3447c	NA
35_1	Mb3448c	NA
35_1	Mb3449c	NA
35_1	Mb3450	NA
35_1	Mb3451c	NA
35_1	Mb3452c	NA
35_1	Mb3453c	0.48660204
35_1	Mb3454c	NA
35_1	Mb3455c	NA
35_1	Mb3456c	NA
35_1	Mb3457c	NA
35_1	Mb3458c	NA
35_1	Mb3459	NA
35_1	Mb3460c	NA
35_1	Mb3461c	0.25401465
35_1	Mb3462c	NA
35_1	Mb3463c	NA
35_1	Mb3464c	NA
35_1	Mb3465c	0.25566174
35_1	Mb3466c	0.25674992
35_1	Mb3467	NA
35_1	Mb3468	NA
35_1	Mb3469c	NA
35_1	Mb3470c	NA
35_1	Mb3471c	NA
35_1	Mb3472c	NA
35_1	Mb3473c	NA
35_1	Mb3474c	NA
35_1	Mb3475c	NA
35_1	Mb3476c	NA
35_1	Mb3477c	NA
35_1	Mb3478	NA
35_1	Mb3479	NA
35_1	Mb3480c	NA
35_1	Mb3481	NA
35_1	Mb3482	NA
35_1	Mb3483	NA
35_1	Mb3484c	NA
35_1	Mb3485c	NA
35_1	Mb3486c	0.256129
35_1	Mb3487c	NA
35_1	Mb3488c	NA
35_1	Mb3489c	NA
35_1	Mb3490c	NA
35_1	Mb3491c	NA
35_1	Mb3492	0
35_1	Mb3493	0
35_1	Mb3494	NA
35_1	Mb3495	NA
35_1	Mb3496	0.23924051
35_1	Mb3497c	NA
35_1	Mb3498c	NA
35_1	Mb3499c	NA
35_1	Mb3500c	NA
35_1	Mb3501	NA
35_1	Mb3502c	NA
35_1	Mb3503c	NA
35_1	Mb3504	NA
35_1	Mb3505	NA
35_1	Mb3507	NA
35_1	Mb3508	NA
35_1	Mb3509c	NA
35_1	Mb3510c	NA
35_1	Mb3511c	NA
35_1	Mb3512c	0
35_1	Mb3513c	NA
35_1	Mb3514	NA
35_1	Mb3515c	NA
35_1	Mb3516	NA
35_1	Mb3517c	NA
35_1	Mb3518	NA
35_1	Mb3519	NA
35_1	Mb3520	0.24582887
35_1	Mb3521	NA
35_1	Mb3522c	NA
35_1	Mb3523c	NA
35_1	Mb3524c	NA
35_1	Mb3525c	NA
35_1	Mb3526c	NA
35_1	Mb3527c	NA
35_1	Mb3528c	NA
35_1	Mb3529c	NA
35_1	Mb3530c	NA
35_1	Mb3531c	NA
35_1	Mb3532c	1.34061398
35_1	Mb3533c	NA
35_1	Mb3534	NA
35_1	Mb3535	NA
35_1	Mb3536	NA
35_1	Mb3537	NA
35_1	Mb3538	NA
35_1	Mb3539c	NA
35_1	Mb3540c	0.46250541
35_1	Mb3541	NA
35_1	Mb3542c	NA
35_1	Mb3543	NA
35_1	Mb3544c	NA
35_1	Mb3545	NA
35_1	Mb3546	NA
35_1	Mb3547c	NA
35_1	Mb3548c	NA
35_1	Mb3549	NA
35_1	Mb3550c	NA
35_1	Mb3551	NA
35_1	Mb3552	NA
35_1	Mb3553	NA
35_1	Mb3554	NA
35_1	Mb3555c	NA
35_1	Mb3556	NA
35_1	Mb3557	NA
35_1	Mb3558c	NA
35_1	Mb3559c	NA
35_1	Mb3560c	NA
35_1	Mb3561c	NA
35_1	Mb3562	NA
35_1	Mb3563c	NA
35_1	Mb3564c	NA
35_1	Mb3565c	NA
35_1	Mb3566c	NA
35_1	Mb3567	NA
35_1	Mb3568	0
35_1	Mb3569	NA
35_1	Mb3570c	NA
35_1	Mb3571c	NA
35_1	Mb3572c	NA
35_1	Mb3573c	NA
35_1	Mb3574c	NA
35_1	Mb3575c	NA
35_1	Mb3576	NA
35_1	Mb3577	NA
35_1	Mb3578c	0.2561438
35_1	Mb3579c	NA
35_1	Mb3580	NA
35_1	Mb3581	NA
35_1	Mb3582	NA
35_1	Mb3583	NA
35_1	Mb3584	NA
35_1	Mb3585c	NA
35_1	Mb3586c	NA
35_1	Mb3587c	NA
35_1	Mb3588	0
35_1	Mb3589c	NA
35_1	Mb3590c	NA
35_1	Mb3591	NA
35_1	Mb3592	NA
35_1	Mb3593	NA
35_1	Mb3594	NA
35_1	Mb3595	NA
35_1	Mb3596c	NA
35_1	Mb3597c	NA
35_1	Mb3598c	NA
35_1	Mb3599c	NA
35_1	Mb3600c	NA
35_1	Mb3601c	NA
35_1	Mb3602	NA
35_1	Mb3603	NA
35_1	Mb3604c	NA
35_1	Mb3605	NA
35_1	Mb3606c	NA
35_1	Mb3607	0.2477222
35_1	Mb3608	NA
35_1	Mb3609	NA
35_1	Mb3610c	NA
35_1	Mb3611c	NA
35_1	Mb3612c	NA
35_1	Mb3613c	NA
35_1	Mb3614c	NA
35_1	Mb3615	NA
35_1	Mb3616	NA
35_1	Mb3617	NA
35_1	Mb3618c	NA
35_1	Mb3619c	NA
35_1	Mb3620	NA
35_1	Mb3621c	NA
35_1	Mb3622c	NA
35_1	Mb3623	NA
35_1	Mb3624	NA
35_1	Mb3625	NA
35_1	Mb3626c	NA
35_1	Mb3627c	1.04124081
35_1	Mb3628c	NA
35_1	Mb3629c	NA
35_1	Mb3630c	NA
35_1	Mb3631c	NA
35_1	Mb3632c	NA
35_1	Mb3633c	NA
35_1	Mb3634c	NA
35_1	Mb3635c	NA
35_1	Mb3636c	NA
35_1	Mb3637c	NA
35_1	Mb3638c	NA
35_1	Mb3639c	NA
35_1	Mb3640c	NA
35_1	Mb3641	NA
35_1	Mb3642c	NA
35_1	Mb3643c	NA
35_1	Mb3644c	NA
35_1	Mb3645c	NA
35_1	Mb3646c	0.25666472
35_1	Mb3647	NA
35_1	Mb3648c	2.20878914
35_1	Mb3649c	NA
35_1	Mb3650c	NA
35_1	Mb3651c	NA
35_1	Mb3652	NA
35_1	Mb3653c	0.24144648
35_1	Mb3654	0.24541093
35_1	Mb3655	NA
35_1	Mb3656	NA
35_1	Mb3657	NA
35_1	Mb3658c	0
35_1	Mb3659	0.24493867
35_1	Mb3660	NA
35_1	Mb3661	NA
35_1	Mb3662	NA
35_1	Mb3663c	NA
35_1	Mb3664c	NA
35_1	Mb3665c	NA
35_1	Mb3666c	NA
35_1	Mb3667	0
35_1	Mb3668c	NA
35_1	Mb3669	NA
35_1	Mb3670c	0
35_1	Mb3671c	NA
35_1	Mb3672c	NA
35_1	Mb3673	NA
35_1	Mb3674	NA
35_1	Mb3675	NA
35_1	Mb3676	NA
35_1	Mb3677	NA
35_1	Mb3678c	NA
35_1	Mb3679c	NA
35_1	Mb3680c	NA
35_1	Mb3681c	NA
35_1	Mb3682c	NA
35_1	Mb3683c	NA
35_1	Mb3684c	NA
35_1	Mb3685	NA
35_1	Mb3686c	NA
35_1	Mb3687c	NA
35_1	Mb3688c	NA
35_1	Mb3689c	NA
35_1	Mb3690c	NA
35_1	Mb3691	NA
35_1	Mb3692c	NA
35_1	Mb3693	NA
35_1	Mb3694	NA
35_1	Mb3695c	NA
35_1	Mb3696c	NA
35_1	Mb3697c	NA
35_1	Mb3698c	NA
35_1	Mb3699	NA
35_1	Mb3700	NA
35_1	Mb3701c	NA
35_1	Mb3702c	NA
35_1	Mb3703c	NA
35_1	Mb3704	NA
35_1	Mb3705	NA
35_1	Mb3706c	NA
35_1	Mb3707	NA
35_1	Mb3708	NA
35_1	Mb3709	NA
35_1	Mb3710c	NA
35_1	Mb3711c	NA
35_1	Mb3712c	NA
35_1	Mb3713c	NA
35_1	Mb3714	NA
35_1	Mb3715	NA
35_1	Mb3716	NA
35_1	Mb3717	NA
35_1	Mb3718	NA
35_1	Mb3719c	NA
35_1	Mb3720	NA
35_1	Mb3722c	NA
35_1	Mb3723c	NA
35_1	Mb3724	NA
35_1	Mb3725	NA
35_1	Mb3726c	NA
35_1	Mb3727c	0
35_1	Mb3728c	NA
35_1	Mb3729c	NA
35_1	Mb3730c	0.24669544
35_1	Mb3731c	NA
35_1	Mb3732c	0
35_1	Mb3733c	NA
35_1	Mb3734c	0
35_1	Mb3735c	0.24788115
35_1	Mb3736c	NA
35_1	Mb3737	NA
35_1	Mb3738c	0
35_1	Mb3739	NA
35_1	Mb3740	NA
35_1	Mb3741c	NA
35_1	Mb3742c	NA
35_1	Mb3743c	NA
35_1	Mb3744	NA
35_1	Mb3745c	NA
35_1	Mb3746	0.2569227
35_1	Mb3747	NA
35_1	Mb3748c	NA
35_1	Mb3749c	NA
35_1	Mb3750	NA
35_1	Mb3751	NA
35_1	Mb3752	NA
35_1	Mb3753	NA
35_1	Mb3754	NA
35_1	Mb3755	NA
35_1	Mb3756	NA
35_1	Mb3757c	NA
35_1	Mb3758	NA
35_1	Mb3759	NA
35_1	Mb3760c	NA
35_1	Mb3761c	NA
35_1	Mb3762	NA
35_1	Mb3763	NA
35_1	Mb3764	NA
35_1	Mb3766c	NA
35_1	Mb3767c	NA
35_1	Mb3768c	NA
35_1	Mb3769c	NA
35_1	Mb3770	NA
35_1	Mb3771c	NA
35_1	Mb3772c	NA
35_1	Mb3773	NA
35_1	Mb3774	NA
35_1	Mb3775c	NA
35_1	Mb3776c	NA
35_1	Mb3777	NA
35_1	Mb3778c	NA
35_1	Mb3779c	NA
35_1	Mb3780	NA
35_1	Mb3781c	NA
35_1	Mb3782c	NA
35_1	Mb3783c	NA
35_1	Mb3784c	NA
35_1	Mb3785c	NA
35_1	Mb3786	NA
35_1	Mb3787c	NA
35_1	Mb3788c	NA
35_1	Mb3789	0
35_1	Mb3790c	0.2500357
35_1	Mb3791c	NA
35_1	Mb3792	NA
35_1	Mb3793c	NA
35_1	Mb3794	NA
35_1	Mb3795	NA
35_1	Mb3796c	NA
35_1	Mb3797c	NA
35_1	Mb3798c	NA
35_1	Mb3799c	NA
35_1	Mb3800	NA
35_1	Mb3801c	NA
35_1	Mb3802c	NA
35_1	Mb3803	NA
35_1	Mb3804	NA
35_1	Mb3805	NA
35_1	Mb3806	NA
35_1	Mb3807c	NA
35_1	Mb3808	NA
35_1	Mb3809	NA
35_1	Mb3810	NA
35_1	Mb3811	0.25249399
35_1	Mb3812	NA
35_1	Mb3813	NA
35_1	Mb3814	NA
35_1	Mb3815c	NA
35_1	Mb3816c	NA
35_1	Mb3817	NA
35_1	Mb3818	NA
35_1	Mb3819	NA
35_1	Mb3820	NA
35_1	Mb3821	NA
35_1	Mb3822	NA
35_1	Mb3823	NA
35_1	Mb3824	NA
35_1	Mb3825	NA
35_1	Mb3826	NA
35_1	Mb3827	NA
35_1	Mb3828	NA
35_1	Mb3829c	NA
35_1	Mb3830c	0
35_1	Mb3831c	NA
35_1	Mb3832c	NA
35_1	Mb3833c	NA
35_1	Mb3834c	NA
35_1	Mb3835c	NA
35_1	Mb3836c	NA
35_1	Mb3837c	NA
35_1	Mb3838c	NA
35_1	Mb3839c	NA
35_1	Mb3840	NA
35_1	Mb3841	NA
35_1	Mb3842	NA
35_1	Mb3843c	NA
35_1	Mb3844c	NA
35_1	Mb3845c	NA
35_1	Mb3846c	NA
35_1	Mb3847	NA
35_1	Mb3848	NA
35_1	Mb3849	NA
35_1	Mb3850c	NA
35_1	Mb3851	NA
35_1	Mb3852	0.23914308
35_1	Mb3853c	NA
35_1	Mb3854c	NA
35_1	Mb3855c	1.50970283
35_1	Mb3856	NA
35_1	Mb3857c	NA
35_1	Mb3858c	NA
35_1	Mb3859c	NA
35_1	Mb3860c	NA
35_1	Mb3861	NA
35_1	Mb3862c	NA
35_1	Mb3863	NA
35_1	Mb3864c	NA
35_1	Mb3865	NA
35_1	Mb3866	NA
35_1	Mb3867c	NA
35_1	Mb3868c	NA
35_1	Mb3869	NA
35_1	Mb3870	NA
35_1	Mb3871	NA
35_1	Mb3872c	NA
35_1	Mb3873c	NA
35_1	Mb3874	NA
35_1	Mb3875	NA
35_1	Mb3876	NA
35_1	Mb3877	NA
35_1	Mb3878	NA
35_1	Mb3879	NA
35_1	Mb3880	NA
35_1	Mb3881	NA
35_1	Mb3882	NA
35_1	Mb3883	NA
35_1	Mb3884c	NA
35_1	Mb3885	0.6276638
35_1	Mb3886c	NA
35_1	Mb3887c	NA
35_1	Mb3888c	0.25615841
35_1	Mb3889c	0
35_1	Mb3890	NA
35_1	Mb3891	NA
35_1	Mb3892c	NA
35_1	Mb3893	NA
35_1	Mb3894	NA
35_1	Mb3895	NA
35_1	Mb3896	NA
35_1	Mb3897	NA
35_1	Mb3898	NA
35_1	Mb3899	0.25537629
35_1	Mb3900	NA
35_1	Mb3901	NA
35_1	Mb3902	NA
35_1	Mb3903	NA
35_1	Mb3904	NA
35_1	Mb3905	NA
35_1	Mb3906	4.39080397
35_1	Mb3907	NA
35_1	Mb3908	NA
35_1	Mb3909c	NA
35_1	Mb3910c	NA
35_1	Mb3911c	NA
35_1	Mb3912c	NA
35_1	Mb3913c	NA
35_1	Mb3914c	NA
35_1	Mb3915c	NA
35_1	Mb3916c	NA
35_1	Mb3917c	NA
35_1	Mb3918c	NA
35_1	Mb3919c	NA
35_1	Mb3920c	NA
35_1	Mb3921c	NA
35_1	Mb3922c	NA
35_1	Mb3923c	0.25506058
35_1	Mb3924c	NA
35_1	Mb3925c	NA
35_1	Mb3926c	NA
35_1	Mb3927c	NA
35_1	Mb3928c	NA
35_1	Mb3930c	NA
35_1	Mb3931c	NA
35_1	Mb3932c	NA
35_1	Mb3933c	NA
35_1	Mb3934c	NA
35_1	Mb3935c	NA
35_1	Mb3936c	NA
35_1	Mb3937c	NA
35_1	Mb3938	NA
35_1	Mb3939	NA
35_1	Mb3940	NA
35_1	Mb3941	NA
35_1	Mb3943	NA
35_1	Mb3944	NA
35_1	Mb3945	NA
35_1	Mb3946	NA
35_1	Mb3947c	NA
35_1	Mb3948c	NA
35_1	Mb3949c	NA
35_1	Mb3950c	NA
35_1	Mb3951c	NA
35_1	Mb3952c	NA
35_1	Mb3953c	NA
35_1	Mb3954c	NA
35_1	Mb3955c	NA
35_1	Mb2105	0
35_2	Mb0001	NA
35_2	Mb0002	NA
35_2	Mb0003	NA
35_2	Mb0004	NA
35_2	Mb0005	NA
35_2	Mb0006	NA
35_2	Mb0007	NA
35_2	Mb0008c	NA
35_2	Mb0009	NA
35_2	Mb0010c	NA
35_2	Mb0011c	NA
35_2	Mb0012	NA
35_2	Mb0013	NA
35_2	Mb0014c	NA
